Date,Type,NHS Area Code,ONS Code,Name,Total
09-2022,SUB ICB,01G,E38000143,NHS Greater Manchester ICB - 01G,7378
09-2022,SUB ICB,01H,E38000215,NHS North East and North Cumbria ICB - 01H,13149
09-2022,SUB ICB,01J,E38000091,NHS Cheshire and Merseyside ICB - 01J,3236
09-2022,SUB ICB,01K,E38000228,NHS Lancashire and South Cumbria ICB - 01K,20759
09-2022,SUB ICB,01T,E38000161,NHS Cheshire and Merseyside ICB - 01T,682
09-2022,SUB ICB,01V,E38000170,NHS Cheshire and Merseyside ICB - 01V,1216
09-2022,SUB ICB,01W,E38000174,NHS Greater Manchester ICB - 01W,12104
09-2022,SUB ICB,01X,E38000172,NHS Cheshire and Merseyside ICB - 01X,4446
09-2022,SUB ICB,01Y,E38000263,NHS Greater Manchester ICB - 01Y,10035
09-2022,SUB ICB,02A,E38000187,NHS Greater Manchester ICB - 02A,5047
09-2022,SUB ICB,02E,E38000194,NHS Cheshire and Merseyside ICB - 02E,6780
09-2022,SUB ICB,02G,E38000200,NHS Lancashire and South Cumbria ICB - 02G,1852
09-2022,SUB ICB,02M,E38000226,NHS Lancashire and South Cumbria ICB - 02M,10032
09-2022,SUB ICB,02P,E38000006,NHS South Yorkshire ICB - 02P,10362
09-2022,SUB ICB,02Q,E38000008,NHS Nottingham and Nottinghamshire ICB - 02Q,4738
09-2022,SUB ICB,02T,E38000025,NHS West Yorkshire ICB - 02T,7925
09-2022,SUB ICB,02X,E38000044,NHS South Yorkshire ICB - 02X,14230
09-2022,SUB ICB,02Y,E38000052,NHS Humber and North Yorkshire ICB - 02Y,5481
09-2022,SUB ICB,03F,E38000085,NHS Humber and North Yorkshire ICB - 03F,18600
09-2022,SUB ICB,03H,E38000119,NHS Humber and North Yorkshire ICB - 03H,9537
09-2022,SUB ICB,03K,E38000122,NHS Humber and North Yorkshire ICB - 03K,5650
09-2022,SUB ICB,03L,E38000141,NHS South Yorkshire ICB - 03L,12851
09-2022,SUB ICB,03N,E38000146,NHS South Yorkshire ICB - 03N,12314
09-2022,SUB ICB,03Q,E38000188,NHS Humber and North Yorkshire ICB - 03Q,10525
09-2022,SUB ICB,03R,E38000190,NHS West Yorkshire ICB - 03R,10706
09-2022,SUB ICB,03W,E38000051,"NHS Leicester, Leicestershire and Rutland ICB - 03W",10481
09-2022,SUB ICB,04C,E38000097,"NHS Leicester, Leicestershire and Rutland ICB - 04C",7386
09-2022,SUB ICB,04V,E38000201,"NHS Leicester, Leicestershire and Rutland ICB - 04V",13166
09-2022,SUB ICB,04Y,E38000028,NHS Staffordshire and Stoke-on-Trent ICB - 04Y,12614
09-2022,SUB ICB,05D,E38000053,NHS Staffordshire and Stoke-on-Trent ICB - 05D,12720
09-2022,SUB ICB,05G,E38000126,NHS Staffordshire and Stoke-on-Trent ICB - 05G,10650
09-2022,SUB ICB,05Q,E38000153,NHS Staffordshire and Stoke-on-Trent ICB - 05Q,3332
09-2022,SUB ICB,05V,E38000173,NHS Staffordshire and Stoke-on-Trent ICB - 05V,5579
09-2022,SUB ICB,05W,E38000175,NHS Staffordshire and Stoke-on-Trent ICB - 05W,11005
09-2022,SUB ICB,06H,E38000260,NHS Cambridgeshire and Peterborough ICB - 06H,7231
09-2022,SUB ICB,06K,E38000049,NHS Hertfordshire and West Essex ICB - 06K,13289
09-2022,SUB ICB,06L,E38000086,NHS Suffolk and North East Essex ICB - 06L,19665
09-2022,SUB ICB,06N,E38000079,NHS Hertfordshire and West Essex ICB - 06N,32299
09-2022,SUB ICB,06Q,E38000106,NHS Mid and South Essex ICB - 06Q,7309
09-2022,SUB ICB,06T,E38000117,NHS Suffolk and North East Essex ICB - 06T,4422
09-2022,SUB ICB,07G,E38000185,NHS Mid and South Essex ICB - 07G,2692
09-2022,SUB ICB,07H,E38000197,NHS Hertfordshire and West Essex ICB - 07H,7940
09-2022,SUB ICB,07K,E38000204,NHS Suffolk and North East Essex ICB - 07K,2586
09-2022,SUB ICB,09D,E38000021,NHS Sussex ICB - 09D,14156
09-2022,SUB ICB,10Q,E38000136,"NHS Buckinghamshire, Oxfordshire and Berkshire West ICB - 10Q",22766
09-2022,SUB ICB,10R,E38000137,NHS Hampshire and Isle Of Wight ICB - 10R,8654
09-2022,SUB ICB,11J,E38000045,NHS Dorset ICB - 11J,23309
09-2022,SUB ICB,11M,E38000062,NHS Gloucestershire ICB - 11M,24113
09-2022,SUB ICB,11N,E38000089,NHS Cornwall and The Isles Of Scilly ICB - 11N,18908
09-2022,SUB ICB,11X,E38000150,NHS Somerset ICB - 11X,20507
09-2022,SUB ICB,12F,E38000208,NHS Cheshire and Merseyside ICB - 12F,21727
09-2022,SUB ICB,13T,E38000212,NHS North East and North Cumbria ICB - 13T,8456
09-2022,SUB ICB,14L,E38000217,NHS Greater Manchester ICB - 14L,12106
09-2022,SUB ICB,14Y,E38000223,"NHS Buckinghamshire, Oxfordshire and Berkshire West ICB - 14Y",9013
09-2022,SUB ICB,15A,E38000221,"NHS Buckinghamshire, Oxfordshire and Berkshire West ICB - 15A",10941
09-2022,SUB ICB,15C,E38000222,"NHS Bristol, North Somerset and South Gloucestershire ICB - 15C",34665
09-2022,SUB ICB,15E,E38000258,NHS Birmingham and Solihull ICB - 15E,38825
09-2022,SUB ICB,15F,E38000225,NHS West Yorkshire ICB - 15F,23962
09-2022,SUB ICB,15M,E38000261,NHS Derby and Derbyshire ICB - 15M,33980
09-2022,SUB ICB,15N,E38000230,NHS Devon ICB - 15N,32145
09-2022,SUB ICB,16C,E38000247,NHS North East and North Cumbria ICB - 16C,10510
09-2022,SUB ICB,18C,E38000236,NHS Herefordshire and Worcestershire ICB - 18C,37984
09-2022,SUB ICB,26A,E38000239,NHS Norfolk and Waveney ICB - 26A,21860
09-2022,SUB ICB,27D,E38000233,NHS Cheshire and Merseyside ICB - 27D,23900
09-2022,SUB ICB,36J,E38000232,NHS West Yorkshire ICB - 36J,8023
09-2022,SUB ICB,36L,E38000245,NHS South West London ICB - 36L,22673
09-2022,SUB ICB,42D,E38000241,NHS Humber and North Yorkshire ICB - 42D,15906
09-2022,SUB ICB,52R,E38000243,NHS Nottingham and Nottinghamshire ICB - 52R,14592
09-2022,SUB ICB,70F,E38000248,NHS Sussex ICB - 70F,58385
09-2022,SUB ICB,71E,E38000238,NHS Lincolnshire ICB - 71E,36422
09-2022,SUB ICB,72Q,E38000244,NHS South East London ICB - 72Q,39180
09-2022,SUB ICB,78H,E38000262,NHS Northamptonshire ICB - 78H,17998
09-2022,SUB ICB,84H,E38000234,NHS North East and North Cumbria ICB - 84H,25431
09-2022,SUB ICB,91Q,E38000237,NHS Kent and Medway ICB - 91Q,98470
09-2022,SUB ICB,92A,E38000246,NHS Surrey Heartlands ICB - 92A,34436
09-2022,SUB ICB,92G,E38000231,"NHS Bath and North East Somerset, Swindon and Wiltshire ICB - 92G",36893
09-2022,SUB ICB,93C,E38000240,NHS North Central London ICB - 93C,30599
09-2022,SUB ICB,97R,E38000235,NHS Sussex ICB - 97R,33927
09-2022,SUB ICB,99A,E38000101,NHS Cheshire and Merseyside ICB - 99A,14667
09-2022,SUB ICB,99C,E38000127,NHS North East and North Cumbria ICB - 99C,7363
09-2022,SUB ICB,99E,E38000007,NHS Mid and South Essex ICB - 99E,10899
09-2022,SUB ICB,99F,E38000030,NHS Mid and South Essex ICB - 99F,5444
09-2022,SUB ICB,99G,E38000168,NHS Mid and South Essex ICB - 99G,3320
09-2022,SUB ICB,A3A8R,E38000255,NHS North East London ICB - A3A8R,16864
09-2022,SUB ICB,B2M3M,E38000251,NHS Coventry and Warwickshire ICB - B2M3M,48708
09-2022,SUB ICB,D2P2L,E38000259,NHS Black Country ICB - D2P2L,27008
09-2022,SUB ICB,D4U1Y,E38000252,NHS Frimley ICB - D4U1Y,45297
09-2022,SUB ICB,D9Y0V,E38000253,NHS Hampshire and Isle Of Wight ICB - D9Y0V,67902
09-2022,SUB ICB,M1J4Y,E38000249,"NHS Bedfordshire, Luton and Milton Keynes ICB - M1J4Y",2581
09-2022,SUB ICB,M2L0M,E38000257,"NHS Shropshire, Telford and Wrekin ICB - M2L0M",9866
09-2022,ICB,QE1,E54000048,NHS Lancashire and South Cumbria Integrated Care Board,72070
09-2022,ICB,QF7,E54000061,NHS South Yorkshire Integrated Care Board,49757
09-2022,ICB,QGH,E54000019,NHS Herefordshire and Worcestershire Integrated Care Board,37984
09-2022,ICB,QH8,E54000026,NHS Mid and South Essex Integrated Care Board,29664
09-2022,ICB,QHG,E54000024,"NHS Bedfordshire, Luton and Milton Keynes Integrated Care Board",2581
09-2022,ICB,QHL,E54000055,NHS Birmingham and Solihull Integrated Care Board,38825
09-2022,ICB,QHM,E54000050,NHS North East and North Cumbria Integrated Care Board,117049
09-2022,ICB,QJ2,E54000058,NHS Derby and Derbyshire Integrated Care Board,33980
09-2022,ICB,QJG,E54000023,NHS Suffolk and North East Essex Integrated Care Board,26673
09-2022,ICB,QJK,E54000037,NHS Devon Integrated Care Board,32145
09-2022,ICB,QJM,E54000013,NHS Lincolnshire Integrated Care Board,36422
09-2022,ICB,QK1,E54000015,"NHS Leicester, Leicestershire and Rutland Integrated Care Board",31033
09-2022,ICB,QKK,E54000030,NHS South East London Integrated Care Board,39180
09-2022,ICB,QKS,E54000032,NHS Kent and Medway Integrated Care Board,98470
09-2022,ICB,QM7,E54000025,NHS Hertfordshire and West Essex Integrated Care Board,53528
09-2022,ICB,QMF,E54000029,NHS North East London Integrated Care Board,16864
09-2022,ICB,QMJ,E54000028,NHS North Central London Integrated Care Board,30599
09-2022,ICB,QMM,E54000022,NHS Norfolk and Waveney Integrated Care Board,21860
09-2022,ICB,QNC,E54000010,NHS Staffordshire and Stoke-on-Trent Integrated Care Board,55900
09-2022,ICB,QNQ,E54000034,NHS Frimley Integrated Care Board,45297
09-2022,ICB,QNX,E54000053,NHS Sussex Integrated Care Board,106468
09-2022,ICB,QOC,E54000011,"NHS Shropshire, Telford and Wrekin Integrated Care Board",9866
09-2022,ICB,QOP,E54000057,NHS Greater Manchester Integrated Care Board,93750
09-2022,ICB,QOQ,E54000051,NHS Humber and North Yorkshire Integrated Care Board,65699
09-2022,ICB,QOX,E54000040,"NHS Bath and North East Somerset, Swindon and Wiltshire Integrated Care Board",36893
09-2022,ICB,QPM,E54000059,NHS Northamptonshire Integrated Care Board,17998
09-2022,ICB,QR1,E54000043,NHS Gloucestershire Integrated Care Board,24113
09-2022,ICB,QRL,E54000042,NHS Hampshire and the Isle of Wight Integrated Care Board,76556
09-2022,ICB,QRV,E54000027,NHS North West London Integrated Care Board,32591
09-2022,ICB,QSL,E54000038,NHS Somerset Integrated Care Board,20507
09-2022,ICB,QT1,E54000060,NHS Nottingham and Nottinghamshire Integrated Care Board,19330
09-2022,ICB,QT6,E54000036,NHS Cornwall and the Isles of Scilly Integrated Care Board,18908
09-2022,ICB,QU9,E54000044,"NHS Buckinghamshire, Oxfordshire and Berkshire West Integrated Care Board",42720
09-2022,ICB,QUA,E54000062,NHS Black Country Integrated Care Board,27008
09-2022,ICB,QUE,E54000056,NHS Cambridgeshire and Peterborough Integrated Care Board,7231
09-2022,ICB,QUY,E54000039,"NHS Bristol, North Somerset and South Gloucestershire Integrated Care Board",34665
09-2022,ICB,QVV,E54000041,NHS Dorset Integrated Care Board,23309
09-2022,ICB,QWE,E54000031,NHS South West London Integrated Care Board,22673
09-2022,ICB,QWO,E54000054,NHS West Yorkshire Integrated Care Board,61654
09-2022,ICB,QWU,E54000018,NHS Coventry and Warwickshire Integrated Care Board,48708
09-2022,ICB,QXU,E54000052,NHS Surrey Heartlands Integrated Care Board,34436
09-2022,ICB,QYG,E54000008,NHS Cheshire and Merseyside Integrated Care Board,80813
09-2022,SUB ICB,W2U3Z,E38000256,NHS North West London ICB - W2U3Z,32591
09-2022,SUB ICB,X2C4Y,E38000254,NHS West Yorkshire ICB - X2C4Y,11038
10-2022,National,ENG,ENG,England,4039334
10-2022,Region,Y56,E40000003,London,250642
10-2022,Region,Y58,E40000006,South West,549837
10-2022,Region,Y59,E40000005,South East,901224
10-2022,Region,Y60,E40000011,Midlands,801500
10-2022,Region,Y61,E40000007,East of England,399112
10-2022,Region,Y62,E40000010,North West,467477
10-2022,Region,Y63,E40000012,North East and Yorkshire,669542
10-2022,SUB ICB,00L,E38000130,NHS North East and North Cumbria ICB - 00L,36799
10-2022,SUB ICB,00N,E38000163,NHS North East and North Cumbria ICB - 00N,11415
10-2022,SUB ICB,00P,E38000176,NHS North East and North Cumbria ICB - 00P,34166
10-2022,SUB ICB,00Q,E38000014,NHS Lancashire and South Cumbria ICB - 00Q,9637
10-2022,SUB ICB,00R,E38000015,NHS Lancashire and South Cumbria ICB - 00R,14277
10-2022,SUB ICB,00T,E38000016,NHS Greater Manchester ICB - 00T,23702
10-2022,SUB ICB,00V,E38000024,NHS Greater Manchester ICB - 00V,18402
10-2022,SUB ICB,00X,E38000034,NHS Lancashire and South Cumbria ICB - 00X,15563
10-2022,SUB ICB,00Y,E38000135,NHS Greater Manchester ICB - 00Y,11410
10-2022,SUB ICB,01A,E38000050,NHS Lancashire and South Cumbria ICB - 01A,23271
10-2022,SUB ICB,01D,E38000080,NHS Greater Manchester ICB - 01D,19047
10-2022,SUB ICB,01E,E38000227,NHS Lancashire and South Cumbria ICB - 01E,7350
10-2022,SUB ICB,01F,E38000068,NHS Cheshire and Merseyside ICB - 01F,8951
10-2022,SUB ICB,01G,E38000143,NHS Greater Manchester ICB - 01G,19505
10-2022,SUB ICB,01H,E38000215,NHS North East and North Cumbria ICB - 01H,28067
10-2022,SUB ICB,01J,E38000091,NHS Cheshire and Merseyside ICB - 01J,7117
10-2022,SUB ICB,01K,E38000228,NHS Lancashire and South Cumbria ICB - 01K,43038
10-2022,SUB ICB,01T,E38000161,NHS Cheshire and Merseyside ICB - 01T,737
10-2022,SUB ICB,01V,E38000170,NHS Cheshire and Merseyside ICB - 01V,1404
10-2022,SUB ICB,01W,E38000174,NHS Greater Manchester ICB - 01W,21078
10-2022,SUB ICB,01X,E38000172,NHS Cheshire and Merseyside ICB - 01X,7662
10-2022,SUB ICB,01Y,E38000263,NHS Greater Manchester ICB - 01Y,18544
10-2022,SUB ICB,02A,E38000187,NHS Greater Manchester ICB - 02A,16968
10-2022,SUB ICB,02E,E38000194,NHS Cheshire and Merseyside ICB - 02E,13799
10-2022,SUB ICB,02G,E38000200,NHS Lancashire and South Cumbria ICB - 02G,12232
10-2022,SUB ICB,02M,E38000226,NHS Lancashire and South Cumbria ICB - 02M,19977
10-2022,SUB ICB,02P,E38000006,NHS South Yorkshire ICB - 02P,19496
10-2022,SUB ICB,02Q,E38000008,NHS Nottingham and Nottinghamshire ICB - 02Q,14919
10-2022,SUB ICB,02T,E38000025,NHS West Yorkshire ICB - 02T,17551
10-2022,SUB ICB,02X,E38000044,NHS South Yorkshire ICB - 02X,33862
10-2022,SUB ICB,02Y,E38000052,NHS Humber and North Yorkshire ICB - 02Y,22288
10-2022,SUB ICB,03F,E38000085,NHS Humber and North Yorkshire ICB - 03F,23009
10-2022,SUB ICB,03H,E38000119,NHS Humber and North Yorkshire ICB - 03H,17561
10-2022,SUB ICB,03K,E38000122,NHS Humber and North Yorkshire ICB - 03K,17927
10-2022,SUB ICB,03L,E38000141,NHS South Yorkshire ICB - 03L,29395
10-2022,SUB ICB,03N,E38000146,NHS South Yorkshire ICB - 03N,27403
10-2022,SUB ICB,03Q,E38000188,NHS Humber and North Yorkshire ICB - 03Q,20166
10-2022,SUB ICB,03R,E38000190,NHS West Yorkshire ICB - 03R,24550
10-2022,SUB ICB,03W,E38000051,"NHS Leicester, Leicestershire and Rutland ICB - 03W",31937
10-2022,SUB ICB,04C,E38000097,"NHS Leicester, Leicestershire and Rutland ICB - 04C",12759
10-2022,SUB ICB,04V,E38000201,"NHS Leicester, Leicestershire and Rutland ICB - 04V",28635
10-2022,SUB ICB,04Y,E38000028,NHS Staffordshire and Stoke-on-Trent ICB - 04Y,20496
10-2022,SUB ICB,05D,E38000053,NHS Staffordshire and Stoke-on-Trent ICB - 05D,14547
10-2022,SUB ICB,05G,E38000126,NHS Staffordshire and Stoke-on-Trent ICB - 05G,23286
10-2022,SUB ICB,05Q,E38000153,NHS Staffordshire and Stoke-on-Trent ICB - 05Q,13199
10-2022,SUB ICB,05V,E38000173,NHS Staffordshire and Stoke-on-Trent ICB - 05V,11127
10-2022,SUB ICB,05W,E38000175,NHS Staffordshire and Stoke-on-Trent ICB - 05W,17791
10-2022,SUB ICB,06H,E38000260,NHS Cambridgeshire and Peterborough ICB - 06H,58690
10-2022,SUB ICB,06K,E38000049,NHS Hertfordshire and West Essex ICB - 06K,36564
10-2022,SUB ICB,06L,E38000086,NHS Suffolk and North East Essex ICB - 06L,39344
10-2022,SUB ICB,06N,E38000079,NHS Hertfordshire and West Essex ICB - 06N,53831
10-2022,SUB ICB,06Q,E38000106,NHS Mid and South Essex ICB - 06Q,34512
10-2022,SUB ICB,06T,E38000117,NHS Suffolk and North East Essex ICB - 06T,11201
10-2022,SUB ICB,07G,E38000185,NHS Mid and South Essex ICB - 07G,4281
10-2022,SUB ICB,07H,E38000197,NHS Hertfordshire and West Essex ICB - 07H,27388
10-2022,SUB ICB,07K,E38000204,NHS Suffolk and North East Essex ICB - 07K,11424
10-2022,SUB ICB,09D,E38000021,NHS Sussex ICB - 09D,27756
10-2022,SUB ICB,10Q,E38000136,"NHS Buckinghamshire, Oxfordshire and Berkshire West ICB - 10Q",72872
10-2022,SUB ICB,10R,E38000137,NHS Hampshire and Isle Of Wight ICB - 10R,15306
10-2022,SUB ICB,11J,E38000045,NHS Dorset ICB - 11J,42558
10-2022,SUB ICB,11M,E38000062,NHS Gloucestershire ICB - 11M,96999
10-2022,SUB ICB,11N,E38000089,NHS Cornwall and The Isles Of Scilly ICB - 11N,62330
10-2022,SUB ICB,11X,E38000150,NHS Somerset ICB - 11X,38315
10-2022,SUB ICB,12F,E38000208,NHS Cheshire and Merseyside ICB - 12F,36833
10-2022,SUB ICB,13T,E38000212,NHS North East and North Cumbria ICB - 13T,28776
10-2022,SUB ICB,14L,E38000217,NHS Greater Manchester ICB - 14L,23557
10-2022,SUB ICB,14Y,E38000223,"NHS Buckinghamshire, Oxfordshire and Berkshire West ICB - 14Y",34800
10-2022,SUB ICB,15A,E38000221,"NHS Buckinghamshire, Oxfordshire and Berkshire West ICB - 15A",42957
10-2022,SUB ICB,15C,E38000222,"NHS Bristol, North Somerset and South Gloucestershire ICB - 15C",110466
10-2022,SUB ICB,15E,E38000258,NHS Birmingham and Solihull ICB - 15E,77892
10-2022,SUB ICB,15F,E38000225,NHS West Yorkshire ICB - 15F,60622
10-2022,SUB ICB,15M,E38000261,NHS Derby and Derbyshire ICB - 15M,89357
10-2022,SUB ICB,15N,E38000230,NHS Devon ICB - 15N,121895
10-2022,SUB ICB,16C,E38000247,NHS North East and North Cumbria ICB - 16C,34937
10-2022,SUB ICB,18C,E38000236,NHS Herefordshire and Worcestershire ICB - 18C,109786
10-2022,SUB ICB,26A,E38000239,NHS Norfolk and Waveney ICB - 26A,80580
10-2022,SUB ICB,27D,E38000233,NHS Cheshire and Merseyside ICB - 27D,50023
10-2022,SUB ICB,36J,E38000232,NHS West Yorkshire ICB - 36J,32900
10-2022,SUB ICB,36L,E38000245,NHS South West London ICB - 36L,52889
10-2022,SUB ICB,42D,E38000241,NHS Humber and North Yorkshire ICB - 42D,56498
10-2022,SUB ICB,52R,E38000243,NHS Nottingham and Nottinghamshire ICB - 52R,40710
10-2022,SUB ICB,70F,E38000248,NHS Sussex ICB - 70F,108598
10-2022,SUB ICB,71E,E38000238,NHS Lincolnshire ICB - 71E,77831
10-2022,SUB ICB,72Q,E38000244,NHS South East London ICB - 72Q,59652
10-2022,SUB ICB,78H,E38000262,NHS Northamptonshire ICB - 78H,42060
10-2022,SUB ICB,84H,E38000234,NHS North East and North Cumbria ICB - 84H,51372
10-2022,SUB ICB,91Q,E38000237,NHS Kent and Medway ICB - 91Q,197017
10-2022,SUB ICB,92A,E38000246,NHS Surrey Heartlands ICB - 92A,62305
10-2022,SUB ICB,92G,E38000231,"NHS Bath and North East Somerset, Swindon and Wiltshire ICB - 92G",77274
10-2022,SUB ICB,93C,E38000240,NHS North Central London ICB - 93C,50708
10-2022,SUB ICB,97R,E38000235,NHS Sussex ICB - 97R,61637
10-2022,SUB ICB,99A,E38000101,NHS Cheshire and Merseyside ICB - 99A,23393
10-2022,SUB ICB,99C,E38000127,NHS North East and North Cumbria ICB - 99C,15175
10-2022,SUB ICB,99E,E38000007,NHS Mid and South Essex ICB - 99E,12371
10-2022,SUB ICB,99F,E38000030,NHS Mid and South Essex ICB - 99F,13552
10-2022,SUB ICB,99G,E38000168,NHS Mid and South Essex ICB - 99G,7740
10-2022,SUB ICB,A3A8R,E38000255,NHS North East London ICB - A3A8R,36984
10-2022,SUB ICB,B2M3M,E38000251,NHS Coventry and Warwickshire ICB - B2M3M,76929
10-2022,SUB ICB,D2P2L,E38000259,NHS Black Country ICB - D2P2L,60122
10-2022,SUB ICB,D4U1Y,E38000252,NHS Frimley ICB - D4U1Y,88911
10-2022,SUB ICB,D9Y0V,E38000253,NHS Hampshire and Isle Of Wight ICB - D9Y0V,189065
10-2022,SUB ICB,M1J4Y,E38000249,"NHS Bedfordshire, Luton and Milton Keynes ICB - M1J4Y",7634
10-2022,SUB ICB,M2L0M,E38000257,"NHS Shropshire, Telford and Wrekin ICB - M2L0M",38117
10-2022,ICB,QE1,E54000048,NHS Lancashire and South Cumbria Integrated Care Board,145345
10-2022,ICB,QF7,E54000061,NHS South Yorkshire Integrated Care Board,110156
10-2022,ICB,QGH,E54000019,NHS Herefordshire and Worcestershire Integrated Care Board,109786
10-2022,ICB,QH8,E54000026,NHS Mid and South Essex Integrated Care Board,72456
10-2022,ICB,QHG,E54000024,"NHS Bedfordshire, Luton and Milton Keynes Integrated Care Board",7634
10-2022,ICB,QHL,E54000055,NHS Birmingham and Solihull Integrated Care Board,77892
10-2022,ICB,QHM,E54000050,NHS North East and North Cumbria Integrated Care Board,240707
10-2022,ICB,QJ2,E54000058,NHS Derby and Derbyshire Integrated Care Board,89357
10-2022,ICB,QJG,E54000023,NHS Suffolk and North East Essex Integrated Care Board,61969
10-2022,ICB,QJK,E54000037,NHS Devon Integrated Care Board,121895
10-2022,ICB,QJM,E54000013,NHS Lincolnshire Integrated Care Board,77831
10-2022,ICB,QK1,E54000015,"NHS Leicester, Leicestershire and Rutland Integrated Care Board",73331
10-2022,ICB,QKK,E54000030,NHS South East London Integrated Care Board,59652
10-2022,ICB,QKS,E54000032,NHS Kent and Medway Integrated Care Board,197017
10-2022,ICB,QM7,E54000025,NHS Hertfordshire and West Essex Integrated Care Board,117783
10-2022,ICB,QMF,E54000029,NHS North East London Integrated Care Board,36984
10-2022,ICB,QMJ,E54000028,NHS North Central London Integrated Care Board,50708
10-2022,ICB,QMM,E54000022,NHS Norfolk and Waveney Integrated Care Board,80580
10-2022,ICB,QNC,E54000010,NHS Staffordshire and Stoke-on-Trent Integrated Care Board,100446
10-2022,ICB,QNQ,E54000034,NHS Frimley Integrated Care Board,88911
10-2022,ICB,QNX,E54000053,NHS Sussex Integrated Care Board,197991
10-2022,ICB,QOC,E54000011,"NHS Shropshire, Telford and Wrekin Integrated Care Board",38117
10-2022,ICB,QOP,E54000057,NHS Greater Manchester Integrated Care Board,172213
10-2022,ICB,QOQ,E54000051,NHS Humber and North Yorkshire Integrated Care Board,157449
10-2022,ICB,QOX,E54000040,"NHS Bath and North East Somerset, Swindon and Wiltshire Integrated Care Board",77274
10-2022,ICB,QPM,E54000059,NHS Northamptonshire Integrated Care Board,42060
10-2022,ICB,QR1,E54000043,NHS Gloucestershire Integrated Care Board,96999
10-2022,ICB,QRL,E54000042,NHS Hampshire and the Isle of Wight Integrated Care Board,204371
10-2022,ICB,QRV,E54000027,NHS North West London Integrated Care Board,50409
